frase_limpa,classe,fonte,frase
este terror se baseia na atmosfera não apenas em sustos,Positiva,Gemini,"Este terror se baseia na atmosfera, não apenas em sustos."
o cgi era tão ruim que parecia um videogame antigo,Negativa,Gemini,O CGI era tão ruim que parecia um videogame antigo.
atuações planas onde ninguém parece acreditar no material que está sendo interpretado na tela,Negativa,Claude,Atuações planas onde ninguém parece acreditar no material que está sendo interpretado na tela.
o gênero biográfico retrata a vida de uma pessoa real,Neutra,ChatGPT,O gênero biográfico retrata a vida de uma pessoa real.
a série se tornou repetitiva e previsível muito rapidamente,Negativa,Gemini,A série se tornou repetitiva e previsível muito rapidamente.
performances honestas e vulneráveis que revelam a alma dos personagens,Positiva,Claude,Performances honestas e vulneráveis que revelam a alma dos personagens.
foi uma experiência visualmente deslumbrante,Positiva,ChatGPT,Foi uma experiência visualmente deslumbrante.
a edição cria paralelismos visuais inteligentes entre diferentes momentos da história,Positiva,Claude,A edição cria paralelismos visuais inteligentes entre diferentes momentos da história.
as cenas emocionantes me prenderam completamente,Positiva,ChatGPT,As cenas emocionantes me prenderam completamente.
o plano plongée filma de cima para baixo,Neutra,ChatGPT,O plano plongée filma de cima para baixo.
desperdiçaram completamente um elenco talentoso com um roteiro horrível e sem substância alguma,Negativa,Claude,Desperdiçaram completamente um elenco talentoso com um roteiro horrível e sem substância alguma.
as cenas dramáticas são exageradas e artificiais,Negativa,ChatGPT,As cenas dramáticas são exageradas e artificiais.
o filme teve campanha de marketing viral que precedeu lançamento oficial criando expectativa entre público alvo,Neutra,Claude,O filme teve campanha de marketing viral que precedeu lançamento oficial criando expectativa entre público alvo.
a série introduziu muitos personagens e não desenvolveu nenhum direito,Negativa,Gemini,A série introduziu muitos personagens e não desenvolveu nenhum direito.
a série seinfeld era descrita como a série sobre o nada,Neutra,Gemini,A série 'Seinfeld' era descrita como 'a série sobre o nada'.
a série esticou sua trama principal com episódios de enchimento inúteis,Negativa,Gemini,A série esticou sua trama principal com episódios de enchimento inúteis.
o globo de ouro premia profissionais do cinema e da televisão,Neutra,Gemini,O Globo de Ouro premia profissionais do cinema e da televisão.
a série how i met your mother tem episódios,Neutra,Gemini,A série 'How I Met Your Mother' tem 208 episódios.
um suspense psicológico que te deixa questionando a realidade,Positiva,Gemini,Um suspense psicológico que te deixa questionando a realidade.
a série entregou personagens marcantes e momentos inesquecíveis,Positiva,ChatGPT,A série entregou personagens marcantes e momentos inesquecíveis.
o plano contraplongée filma de baixo para cima,Neutra,ChatGPT,O plano contra-plongée filma de baixo para cima.
o filme crepúsculo dos deuses é um clássico de hollywood,Neutra,Gemini,O filme 'Crepúsculo dos Deuses' (1950) é um clássico de Hollywood.
as atuações parecem ensaio não atuação real,Negativa,ChatGPT,"As atuações parecem ensaio, não atuação real."
a série teve reunião especial do elenco produzida anos após conclusão da última temporada exibida originalmente,Neutra,Claude,A série teve reunião especial do elenco produzida anos após conclusão da última temporada exibida originalmente.
a história evoluiu de maneira empolgante e coerente,Positiva,ChatGPT,A história evoluiu de maneira empolgante e coerente.
o filme titanic foi por um tempo a maior bilheteria da história,Neutra,Gemini,"O filme 'Titanic' (1997) foi, por um tempo, a maior bilheteria da história."
o filme teve trailer lançado seis meses antes da estreia gerando discussões antecipadas entre fãs interessados,Neutra,Claude,O filme teve trailer lançado seis meses antes da estreia gerando discussões antecipadas entre fãs interessados.
as falas são expositivas e sem emoção,Negativa,ChatGPT,As falas são expositivas e sem emoção.
a produção filmou versões alternativas de cenas importantes permitindo diferentes escolhas na edição final montada,Neutra,Claude,A produção filmou versões alternativas de cenas importantes permitindo diferentes escolhas na edição final montada.
a direção criativa e ousada resulta em algo verdadeiramente original e memorável,Positiva,Claude,A direção criativa e ousada resulta em algo verdadeiramente original e memorável.
a profundidade emocional desta história é algo raro de encontrar no entretenimento atual,Positiva,Claude,A profundidade emocional desta história é algo raro de encontrar no entretenimento atual.
os créditos finais listam os profissionais envolvidos na produção,Neutra,ChatGPT,Os créditos finais listam os profissionais envolvidos na produção.
a história era superficial e não explorava seus temas adequadamente,Negativa,Gemini,A história era superficial e não explorava seus temas adequadamente.
a série foi filmada em ordem cronológica seguindo a sequência dos eventos na narrativa original escrita,Neutra,Claude,A série foi filmada em ordem cronológica seguindo a sequência dos eventos na narrativa original escrita.
a maquiagem de efeitos especiais é convincente e serve a narrativa perfeitamente,Positiva,Claude,A maquiagem de efeitos especiais é convincente e serve a narrativa perfeitamente.
o filme foi uma experiência completamente esquecível e medíocre,Negativa,Gemini,O filme foi uma experiência completamente esquecível e medíocre.
o filme mary poppins combina liveaction com animação,Neutra,Gemini,O filme 'Mary Poppins' (1964) combina live-action com animação.
a produção incorporou tecnologias emergentes de produção cinematográfica testando novas técnicas durante filmagens realizadas extensivamente,Neutra,Claude,A produção incorporou tecnologias emergentes de produção cinematográfica testando novas técnicas durante filmagens realizadas extensivamente.
o filme foi selecionado para preservação em arquivo cinematográfico nacional devido importância cultural histórica reconhecida,Neutra,Claude,O filme foi selecionado para preservação em arquivo cinematográfico nacional devido importância cultural histórica reconhecida.
o gênero de comédia busca provocar humor por meio das situações,Neutra,ChatGPT,O gênero de comédia busca provocar humor por meio das situações.
o filme o labirinto do fauno é uma fantasia sombria,Neutra,Gemini,O filme 'O Labirinto do Fauno' (2006) é uma fantasia sombria.
um filme que entende que silêncio pode ser mais poderoso que palavras,Positiva,Claude,Um filme que entende que silêncio pode ser mais poderoso que palavras.
diálogos espirituosos que demonstram inteligência e wit dos roteiristas talentosos,Positiva,Claude,Diálogos espirituosos que demonstram inteligência e wit dos roteiristas talentosos.
performances físicas impressionantes que exigiram claramente dedicação total dos atores,Positiva,Claude,Performances físicas impressionantes que exigiram claramente dedicação total dos atores.
as cenas de tensão foram muito bem construídas,Positiva,ChatGPT,As cenas de tensão foram muito bem construídas.
a fotografia em preto e branco adiciona uma camada de beleza,Positiva,Gemini,A fotografia em preto e branco adiciona uma camada de beleza.
a série ozark é estrelada por jason bateman e laura linney,Neutra,Gemini,A série 'Ozark' é estrelada por Jason Bateman e Laura Linney.
a conclusão contradiz tudo que foi estabelecido anteriormente na história apresentada até ali,Negativa,Claude,A conclusão contradiz tudo que foi estabelecido anteriormente na história apresentada até ali.
a escala de cores technicolor foi proeminente em filmes clássicos,Neutra,Gemini,A escala de cores Technicolor foi proeminente em filmes clássicos.
o gênero de animação utiliza desenhos ou modelagem digital,Neutra,ChatGPT,O gênero de animação utiliza desenhos ou modelagem digital.
a série teve episódio piloto produzido dois anos antes da aprovação da temporada completa pela rede,Neutra,Claude,A série teve episódio piloto produzido dois anos antes da aprovação da temporada completa pela rede.
um filme que encontra beleza em lugares inesperados e momentos ordinários,Positiva,Claude,Um filme que encontra beleza em lugares inesperados e momentos ordinários.
a história não vai a lugar nenhum simplesmente circula sem progresso real ou desenvolvimento,Negativa,Claude,"A história não vai a lugar nenhum, simplesmente circula sem progresso real ou desenvolvimento."
o filme é tão sombrio visualmente que detalhes importantes são completamente impossíveis de distinguir,Negativa,Claude,O filme é tão sombrio visualmente que detalhes importantes são completamente impossíveis de distinguir.
a censura define restrições de exibição de acordo com o conteúdo,Neutra,ChatGPT,A censura define restrições de exibição de acordo com o conteúdo.
a série the big bang theory teve doze temporadas,Neutra,Gemini,A série 'The Big Bang Theory' teve doze temporadas.
o suspense é tão bem construído que roí todas as minhas unhas,Positiva,Gemini,O suspense é tão bem construído que roí todas as minhas unhas.
a série black mirror explora temas de tecnologia e sociedade,Neutra,Gemini,A série 'Black Mirror' explora temas de tecnologia e sociedade.
a série é bonita visualmente mas vazia,Negativa,ChatGPT,"A série é bonita visualmente, mas vazia."
a série equilibra tensão humor e emoção com maestria,Positiva,ChatGPT,"A série equilibra tensão, humor e emoção com maestria."
