frase_limpa,classe,fonte,frase
o aplicativo me ajudou a criar hábitos muito mais saudáveis,Positiva,Gemini,O aplicativo me ajudou a criar hábitos muito mais saudáveis.
interface bonita organizada e extremamente intuitiva para qualquer usuário,Positiva,ChatGPT,"Interface bonita, organizada e extremamente intuitiva para qualquer usuário."
os anúncios em tela cheia atrapalham demais,Negativa,ChatGPT,Os anúncios em tela cheia atrapalham demais.
aplicativos de treino suportam metas personalizadas,Neutra,ChatGPT,Aplicativos de treino suportam metas personalizadas.
aplicativos emuladores executam o código de hardware de consoles antigos no processador do smartphone,Neutra,Gemini,Aplicativos emuladores executam o código de hardware de consoles antigos no processador do smartphone.
o aplicativo demora demais para carregar imagens,Negativa,ChatGPT,O aplicativo demora demais para carregar imagens.
aplicativos de compressão de arquivos suportam formatos como zip e rar,Neutra,Claude,Aplicativos de compressão de arquivos suportam formatos como ZIP e RAR.
aplicativo muito prático para o dia a dia corrido,Positiva,ChatGPT,Aplicativo muito prático para o dia a dia corrido.
o recurso de status permite compartilhar arquivos que desaparecem após vinte e quatro horas,Neutra,Gemini,O recurso de status permite compartilhar arquivos que desaparecem após vinte e quatro horas.
o gmail possui mais de bilhão de usuários ativos globalmente,Neutra,Claude,"O Gmail possui mais de 1,8 bilhão de usuários ativos globalmente."
o aplicativo apresenta falhas ao compartilhar conteúdo,Negativa,ChatGPT,O aplicativo apresenta falhas ao compartilhar conteúdo.
a latam e a gol possuem aplicativos com checkin online disponível,Neutra,Claude,A LATAM e a Gol possuem aplicativos com check-in online disponível.
compartilhamento de conteúdo funciona perfeitamente com um único toque,Positiva,Claude,Compartilhamento de conteúdo funciona perfeitamente com um único toque.
nunca tive problema de login acesso sempre funciona perfeitamente,Positiva,Claude,"Nunca tive problema de login, acesso sempre funciona perfeitamente."
alguns aplicativos permitem compartilhamento de localização,Neutra,ChatGPT,Alguns aplicativos permitem compartilhamento de localização.
o leitor de qr code não foca e nunca funciona,Negativa,Gemini,O leitor de QR Code não foca e nunca funciona.
o google tradutor suporta mais de idiomas,Neutra,Claude,O Google Tradutor suporta mais de 130 idiomas.
multiplataforma perfeito dados sincronizam entre celular e computador,Positiva,Claude,"Multi-plataforma perfeito, dados sincronizam entre celular e computador."
fiz o pagamento e não liberaram as ferramentas premium,Negativa,Gemini,Fiz o pagamento e não liberaram as ferramentas premium.
simuladores de empréstimos são calculadoras financeiras embutidas em muitos aplicativos bancários modernos,Neutra,Gemini,Simuladores de empréstimos são calculadoras financeiras embutidas em muitos aplicativos bancários modernos.
aplicativos de astronomia identificam estrelas e constelações apontando a câmera para o céu,Neutra,Claude,Aplicativos de astronomia identificam estrelas e constelações apontando a câmera para o céu.
aplicativos de notas suportam texto imagens áudios e checklists,Neutra,Claude,"Aplicativos de notas suportam texto, imagens, áudios e checklists."
aplicativos móveis recebem avaliações nas lojas digitais,Neutra,ChatGPT,Aplicativos móveis recebem avaliações nas lojas digitais.
o trajeto da viagem de carro solicitada pelo aplicativo é acompanhado em tempo real no mapa,Neutra,Gemini,O trajeto da viagem de carro solicitada pelo aplicativo é acompanhado em tempo real no mapa.
separação clara entre dados pessoais e profissionais bem implementada,Positiva,Claude,Separação clara entre dados pessoais e profissionais bem implementada.
funcionalidade de desfazer operações salvou meu trabalho várias vezes,Positiva,Claude,Funcionalidade de desfazer operações salvou meu trabalho várias vezes.
multiconta funcionando perfeitamente alterno entre perfis com facilidade,Positiva,Claude,"Multi-conta funcionando perfeitamente, alterno entre perfis com facilidade."
aplicativo excelente e muito agradável visualmente,Positiva,ChatGPT,Aplicativo excelente e muito agradável visualmente.
a função de autosalvamento funciona de forma muito segura,Positiva,Gemini,A função de auto-salvamento funciona de forma muito segura.
aplicativos de previsão do tempo exibem dados meteorológicos com base na localização atual,Neutra,Gemini,Aplicativos de previsão do tempo exibem dados meteorológicos com base na localização atual.
notificações chegam com horas de atraso informação inútil,Negativa,Claude,"Notificações chegam com horas de atraso, informação inútil."
a instalação de um aplicativo consome espaço na memória do dispositivo,Neutra,Gemini,A instalação de um aplicativo consome espaço na memória do dispositivo.
alguns aplicativos possuem sistema de recomendação,Neutra,ChatGPT,Alguns aplicativos possuem sistema de recomendação.
aplicativos de controle financeiro categorizam receitas e despesas automaticamente,Neutra,Claude,Aplicativos de controle financeiro categorizam receitas e despesas automaticamente.
performance estável durante chamadas de vídeo longas sem interrupção,Positiva,Claude,Performance estável durante chamadas de vídeo longas sem interrupção.
o assistente virtual não entende comandos simples de voz,Negativa,Claude,O assistente virtual não entende comandos simples de voz.
o widget do app na tela inicial não atualiza as informações,Negativa,Claude,O widget do app na tela inicial não atualiza as informações.
aplicativos podem utilizar nfc para pagamentos,Neutra,ChatGPT,Aplicativos podem utilizar NFC para pagamentos.
vídeos demonstrativos acompanham as instruções de exercícios na interface de alguns aplicativos,Neutra,Gemini,Vídeos demonstrativos acompanham as instruções de exercícios na interface de alguns aplicativos.
a qualidade da conversão de arquivos pelo aplicativo é excelente,Positiva,Gemini,A qualidade da conversão de arquivos pelo aplicativo é excelente.
aplicativos podem solicitar permissões para acessar a câmera e o microfone,Neutra,Gemini,Aplicativos podem solicitar permissões para acessar a câmera e o microfone.
o consumo de internet é excessivamente alto,Negativa,ChatGPT,O consumo de internet é excessivamente alto.
aplicativo muito bem feito e agradável de utilizar,Positiva,ChatGPT,Aplicativo muito bem feito e agradável de utilizar.
tem que pagar para salvar o arquivo uma palhaçada,Negativa,Gemini,"Tem que pagar para salvar o arquivo, uma palhaçada."
descaso total dos desenvolvedores com os problemas relatados,Negativa,Gemini,Descaso total dos desenvolvedores com os problemas relatados.
aplicativos de vídeo suportam transmissões ao vivo,Neutra,ChatGPT,Aplicativos de vídeo suportam transmissões ao vivo.
aplicativos de cronômetro e temporizador medem intervalos de tempo exatos para o usuário,Neutra,Gemini,Aplicativos de cronômetro e temporizador medem intervalos de tempo exatos para o usuário.
o armazenamento em cache ajuda os aplicativos a carregar dados mais rapidamente,Neutra,Gemini,O armazenamento em cache ajuda os aplicativos a carregar dados mais rapidamente.
aplicativo excelente para melhorar a produtividade,Positiva,ChatGPT,Aplicativo excelente para melhorar a produtividade.
o aplicativo não funciona bem em dispositivos antigos,Negativa,ChatGPT,O aplicativo não funciona bem em dispositivos antigos.
curadoria de conteúdo inteligente que aprende minhas preferências rapidamente,Positiva,Claude,Curadoria de conteúdo inteligente que aprende minhas preferências rapidamente.
aplicativo excelente rápido e muito fácil de usar no dia a dia,Positiva,ChatGPT,"Aplicativo excelente, rápido e muito fácil de usar no dia a dia."
aplicativos de podcast permitem ouvir episódios sob demanda ou baixar para uso offline,Neutra,Claude,Aplicativos de podcast permitem ouvir episódios sob demanda ou baixar para uso offline.
a interface muda completamente a cada atualização sem aviso,Negativa,Claude,A interface muda completamente a cada atualização sem aviso.
aplicativos podem acessar sensores de movimento,Neutra,ChatGPT,Aplicativos podem acessar sensores de movimento.
as promoções anunciadas nunca aparecem dentro do aplicativo,Negativa,Claude,As promoções anunciadas nunca aparecem dentro do aplicativo.
aplicativos de imóveis exibem plantas fotos e localização de propriedades à venda,Neutra,Claude,"Aplicativos de imóveis exibem plantas, fotos e localização de propriedades à venda."
a seção de ajuda não tem respostas para problemas comuns,Negativa,Claude,A seção de ajuda não tem respostas para problemas comuns.
aplicativo rápido e muito confiável diariamente,Positiva,ChatGPT,Aplicativo rápido e muito confiável diariamente.
a biografia de um perfil exibe um breve texto escrito pelo usuário,Neutra,Gemini,A biografia de um perfil exibe um breve texto escrito pelo usuário.
ótimos recursos e navegação muito intuitiva,Positiva,ChatGPT,Ótimos recursos e navegação muito intuitiva.
alguns aplicativos oferecem suporte técnico integrado,Neutra,ChatGPT,Alguns aplicativos oferecem suporte técnico integrado.
aplicativos podem ser integrados a apis rest,Neutra,ChatGPT,Aplicativos podem ser integrados a APIs REST.
o processo de recuperação de senha foi rápido e sem burocracia,Positiva,Gemini,O processo de recuperação de senha foi rápido e sem burocracia.
excelente aplicativo com recursos realmente interessantes,Positiva,ChatGPT,Excelente aplicativo com recursos realmente interessantes.
o aplicativo trava ao abrir arquivos grandes,Negativa,ChatGPT,O aplicativo trava ao abrir arquivos grandes.
tem um vazamento de memória horrível o celular pede socorro,Negativa,Gemini,"Tem um vazamento de memória horrível, o celular pede socorro."
pagamento falhou três vezes seguidas sem explicação do erro,Negativa,Claude,Pagamento falhou três vezes seguidas sem explicação do erro.
aplicativos de mensagens suportam grupos de conversa,Neutra,ChatGPT,Aplicativos de mensagens suportam grupos de conversa.
aplicativo muito fácil de usar e configurar,Positiva,ChatGPT,Aplicativo muito fácil de usar e configurar.
aplicativos de jogos de tabuleiro adaptam as regras de jogos físicos para o ambiente digital,Neutra,Gemini,Aplicativos de jogos de tabuleiro adaptam as regras de jogos físicos para o ambiente digital.
não consigo vincular mais de um método de pagamento,Negativa,Claude,Não consigo vincular mais de um método de pagamento.
muitos aplicativos de notícias dividem o conteúdo jornalístico em seções temáticas,Neutra,Gemini,Muitos aplicativos de notícias dividem o conteúdo jornalístico em seções temáticas.
o aplicativo falha ao atualizar conteúdos automaticamente,Negativa,ChatGPT,O aplicativo falha ao atualizar conteúdos automaticamente.
moedas virtuais são unidades de troca obtidas jogando ou por meio de compras no aplicativo,Neutra,Gemini,Moedas virtuais são unidades de troca obtidas jogando ou por meio de compras no aplicativo.
